74123586	0.000107
2456987	0.001530
7896	0.003549
54789	0.001883
41578	0.000024
1236985	0.001438
123578	0.005047
12357896	0.005570
35628	0.000053
321486	0.000462
98741	0.000682
74263	0.000052
1235789	0.019693
258963	0.001239
1236	0.015388
75321	0.000470
457689	0.000039
24569	0.006535
1452789	0.000018
1235	0.005208
1236987	0.004795
123574	0.001541
6874	0.000067
12659	0.000024
741598	0.000266
35789	0.013404
1268	0.000714
518379	0.000091
35789	0.013404
123586	0.001012
32458	0.000092
126897435	0.000001
74569	0.000649
25389	0.000128
42589	0.001253
1456	0.003829
9245	0.000013
1236	0.015388
4789	0.010746
12483	0.000350
25683791	0.000007
1475	0.000806
1532	0.001598
42359	0.000025
24879	0.000240
986345217	0.000000
357891	0.000265
3298	0.000039
12368	0.000423
1235789	0.019693
4789	0.010746
845167	0.000000
1254	0.000702
35786	0.000334
12369	0.041735
32145689	0.000387
42569	0.000776
58963	0.000812
2486	0.004321
654789	0.003369
47689	0.000038
75918	0.000001
1573	0.000021
14789	0.026286
12357	0.006933
1258	0.004995
12357	0.006933
14789	0.026286
2741	0.000119
958632147	0.000009
147586	0.000241
2435789	0.000756
5789	0.004192
12369	0.041735
5698	0.001345
147526389	0.000000
254789	0.001695
7259	0.000001
123698754	0.000250
24589	0.002350
7896	0.003549
14789	0.026286
12589	0.006738
8521	0.000353
147859	0.000154
2639	0.000113
42586	0.000393
1427896	0.000048
12486	0.002068
12357896	0.005570
35789	0.013404
123574869	0.000248
4569	0.004880
1478	0.006989
125387	0.000034
4569	0.004880
1235789	0.019693
256184	0.000023
1235789	0.019693
478561	0.000020
123569	0.004001
36214	0.000005
125496	0.000030
1532789	0.000029
512369	0.000539
123569	0.004001
152346	0.000002
456987	0.001043
147589	0.000749
12369	0.041735
7896	0.003549
24578	0.000396
65438	0.000008
2768	0.000116
123698	0.004315
12359	0.001715
24563	0.001399
2147	0.000477
12369	0.041735
5789	0.004192
24589	0.002350
4789	0.010746
1478	0.006989
1475	0.000806
152369	0.000499
248596317	0.000008
1532	0.001598
24568	0.000821
147896325	0.001072
1236	0.015388
76852349	0.000002
2569	0.006074
1235789	0.019693
24569	0.006535
12345	0.000699
123569	0.004001
5689	0.001282
4789	0.010746
248693	0.000152
24578963	0.000252
24869	0.003406
35789	0.013404
12369874	0.001745
9621	0.000036
12569	0.004768
245618397	0.000019
42369	0.000575
1256987	0.000699
74123569	0.000336
652489	0.000012
5789	0.004192
2589	0.009541
5214789	0.000326
2689	0.001298
147863	0.000105
123654789	0.003970
5896	0.001363
12356789	0.000093
321478	0.001373
45871	0.000013
253698	0.000159
25698741	0.000352
4213	0.000016
1236589	0.002644
512369	0.000539
12368	0.000423
4789	0.010746
3578942	0.000010
5621	0.000058
1258	0.004995
1258963	0.001034
245789	0.001531
8753691	0.000002
12589637	0.000041
12589	0.006738
12547896	0.000188
2486	0.004321
125863	0.000825
1236	0.015388
14569	0.005437
4789	0.010746
147852369	0.000641
752369	0.000335
14783	0.000116
123698	0.004315
1236	0.015388
25891	0.000189
2438	0.000074
123498756	0.000009
1592	0.000114
12369	0.041735
9857	0.000030
258963	0.001239
98521	0.000060
25369	0.001376
1236589	0.002644
42569	0.000776
98741235	0.000161
2145687	0.000015
7589	0.002242
14869	0.001350
35618	0.000135
7689	0.000304
3578	0.003549
4253	0.000127
15268379	0.000002
354789	0.001633
1235869	0.000883
4589	0.001859
5698	0.001345
357896	0.003381
1532	0.001598
12369	0.041735
123695	0.001423
1235789	0.019693
74159	0.000616
12456987	0.000767
162358	0.000001
236987	0.000654
659321478	0.000010
12365	0.002859
1578	0.000325
1236	0.015388
12369874	0.001745
1456	0.003829
1456	0.003829
12356	0.002669
357419	0.000027
12369	0.041735
25863	0.000971
1258	0.004995
1235769	0.000514
147589	0.000749
7852369	0.000165
2589	0.009541
12369	0.041735
14785963	0.000041
24561789	0.000313
2456	0.004626
245618	0.000076
12356	0.002669
35789	0.013404
125489	0.000022
25673	0.000017
478632	0.000013
7536894	0.000001
35869	0.000567
123547	0.000564
814532	0.000001
14869	0.001350
1235789	0.019693
589634	0.000049
5879	0.000354
2456789	0.000133
2487	0.000994
12356	0.002669
258379	0.000338
15987	0.001358
143258	0.000004
245786	0.000033
95761843	0.000000
12569	0.004768
23569	0.000427
2486	0.004321
2453	0.000486
9875321	0.000090
1478	0.006989
1236	0.015388
1235	0.005208
123578	0.005047
147896325	0.001072
3412569	0.000016
5689	0.001282
2456	0.004626
3578	0.003549
841235769	0.000056
14532	0.000314
4789	0.010746
874123659	0.000011
415987	0.000118
1235869	0.000883
35789	0.013404
12357	0.006933
35789	0.013404
4789	0.010746
1236	0.015388
3547896	0.000476
12945	0.000005
1235789	0.019693
14789	0.026286
14789	0.026286
25164	0.000003
75369	0.002540
7452369	0.000041
45789	0.001133
753621	0.000009
12568	0.000567
1235789	0.019693
25847	0.000108
78521	0.000033
163258974	0.000001
2356	0.000290
2587419	0.000095
1425	0.000406
745869	0.000070
1235789	0.019693
24789	0.002037
25891	0.000189
2538	0.000137
124569	0.003036
1235789	0.019693
578963	0.000304
3275	0.000032
624789	0.000004
456321	0.000372
25619	0.000044
789214	0.000002
412789	0.000009
12357	0.006933
2369	0.005777
1235789	0.019693
6857	0.000017
6852347	0.000023
369874152	0.000154
2459	0.000227
2486	0.004321
123698754	0.000250
3658	0.000288
2589	0.009541
4789	0.010746
74125896	0.000034
35789	0.013404
58963	0.000812
1478	0.006989
98753214	0.000176
125869	0.001759
123576	0.000359
4589	0.001859
12486	0.002068
12357486	0.000278
14863	0.000332
6598	0.000210
12569	0.004768
24578	0.000396
471659	0.000000
1268	0.000714
68932147	0.000025
2589	0.009541
1478	0.006989
1425369	0.000135
25789	0.001199
1235698	0.000469
2459	0.000227
123578964	0.000995
987536	0.000653
15369	0.002512
58963	0.000812
2569	0.006074
95167243	0.000000
